Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio
,,2.698,138.3,65.89,23.51,505.9,2.215,2.8026371756699273
,,2.709,98.5,66.07,22.18,519.1,2.136,2.9788097385031556
,,2.699,119.1,64.52,22.74,511.7,1.93,2.837291116974494
,,2.709,131.4,64.9,22.32,508.7,1.887,2.9077060931899643
,,2.698,119.1,65.2,22.24,511.0,1.86,2.9316546762589932
,,2.664,119.0,64.65,23.09,500.9,1.843,2.799913382416631
,,2.649,113.6,64.81,22.77,538.5,1.725,2.8462889767237596
,,2.633,134.1,65.16,23.26,501.3,1.803,2.801375752364574
,,2.589,126.9,65.17,23.09,505.9,1.832,2.822433954092681
,,2.563,142.1,65.32,22.35,508.0,1.903,2.922595078299776
,,2.51,139.7,65.58,23.26,514.2,2.041,2.819432502149613
,,2.482,116.4,66.05,22.92,518.5,2.147,2.881762652705061
,,2.507,145.3,65.13,22.74,510.9,2.045,2.8641160949868074
,,2.527,131.4,64.96,22.84,506.0,1.882,2.8441330998248686
,,2.555,138.2,66.23,23.02,505.5,2.147,2.877063423110339
,,2.636,116.4,65.87,22.88,495.6,2.045,2.8789335664335667
,,2.661,139.2,65.18,22.98,512.5,1.792,2.8363794604003485
,,2.683,142.1,65.67,22.38,508.8,1.882,2.9343163538873998
,22,2.606,110.7,77.83,24.18,508.8,2.806,3.218775847808106
,,2.614,104.4,77.41,24.58,512.2,2.847,3.1493083807973963
,,2.581,115.6,77.52,28.08,527.8,2.867,2.7606837606837606
,,2.565,72.2,77.47,23.98,536.0,2.978,3.2306088407005835
,,2.525,71.8,77.53,24.39,514.2,3.069,3.178761787617876
,,2.454,126.4,77.48,24.26,515.1,3.344,3.1937345424567187
,,2.328,201.0,77.32,24.3,521.7,2.748,3.181893004115226
,,2.305,145.0,77.16,24.05,523.1,2.806,3.2083160083160083
,,2.363,247.9,77.08,24.21,514.7,2.928,3.1838083436596447
,,2.496,220.9,77.29,24.08,530.7,2.857,3.209717607973422
,,2.565,200.9,77.31,29.94,511.1,3.068,2.5821643286573144
,,2.581,170.7,77.69,23.82,510.2,3.101,3.2615449202350963
,,2.614,98.0,77.81,24.21,529.1,3.142,3.21396117306898
,,2.58,98.9,77.46,24.05,510.2,3.151,3.2207900207900204
,,2.56,146.8,77.1,23.9,523.3,2.952,3.225941422594142
,,2.58,100.1,77.07,24.39,514.6,3.149,3.1599015990159898
,,2.597,122.0,77.35,24.23,512.8,3.101,3.192323565827486
,,2.565,87.8,77.55,23.56,514.7,2.934,3.2915959252971136
,,2.552,104.4,77.31,28.81,519.7,3.032,2.6834432488719195
,,2.626,99.4,77.31,24.08,528.2,3.142,3.2105481727574756
,23,2.354,106.5,94.11,20.79,500.7,3.633,4.526695526695526
,,2.396,127.6,94.58,20.16,503.6,3.494,4.691468253968254
,,2.405,95.8,94.36,20.35,503.2,3.605,4.636855036855036
,,2.397,138.7,94.85,20.63,511.5,3.467,4.597673291323315
,,2.395,106.5,95.09,20.29,509.7,3.189,4.686545096106457
,,2.358,138.5,94.38,20.52,506.7,3.579,4.599415204678363
,,2.333,186.0,94.15,20.51,502.7,3.689,4.590443686006826
,,2.308,174.3,94.65,20.69,506.7,3.69,4.574673755437409
,,2.271,199.8,94.8,20.74,509.7,3.494,4.570877531340405
,,2.227,174.3,95.12,20.51,500.0,3.785,4.637737688932228
,,2.209,100.7,95.34,20.99,503.9,3.633,4.5421629347308246
,,2.246,100.5,95.0,20.78,502.7,3.467,4.571703561116458
,,2.257,131.5,95.05,20.8,502.3,3.119,4.569711538461538
,,2.295,150.4,94.62,20.71,503.9,2.995,4.568807339449541
,,2.336,106.5,94.4,20.96,500.3,3.579,4.5038167938931295
,,2.36,128.4,94.67,20.85,500.7,3.59,4.54052757793765
,,2.366,113.8,94.85,20.74,498.8,3.132,4.5732883317261335
,,2.338,111.0,94.11,21.03,500.6,3.119,4.4750356633380886
,,2.376,124.7,94.87,20.95,506.6,3.467,4.5284009546539385
,,2.4,121.0,94.38,20.33,509.0,3.465,4.642400393507132
,24,3.609,112.3,89.61,33.67,525.7,3.945,2.6614196614196612
,,3.626,98.79,89.9,33.49,508.0,3.607,2.6843833980292624
,,3.606,97.71,90.05,33.77,509.2,3.259,2.6665679597275687
,,3.599,79.06,89.94,33.35,522.4,3.697,2.6968515742128933
,,3.552,70.84,90.03,33.17,554.3,3.511,2.714199577931866
,,3.518,107.9,89.72,33.32,504.4,3.517,2.6926770708283314
,,3.479,103.7,89.4,33.25,505.1,3.353,2.688721804511278
,,3.524,111.8,89.32,33.49,509.0,3.301,2.6670647954613314
,,3.543,112.1,89.57,33.67,513.9,3.152,2.66023166023166
,,3.606,112.3,89.54,33.73,507.2,3.34,2.6546101393418327
,,3.585,112.9,89.4,34.15,554.1,3.515,2.6178623718887266
,,3.612,116.6,89.5,34.09,536.1,3.593,2.6254033440891753
,,3.528,117.4,89.94,33.8,565.5,3.945,2.6609467455621303
,,3.428,114.2,90.02,33.25,506.9,3.517,2.7073684210526316
,,3.339,96.99,90.07,33.43,509.3,4.048,2.694286568950045
,,3.428,76.53,90.04,33.67,536.6,3.738,2.6741906741906742
,,3.511,99.05,90.13,33.67,507.7,3.624,2.6768636768636767
,,3.528,103.7,90.38,33.56,544.0,3.945,2.6930870083432654
,,3.59,100.4,89.11,33.85,538.2,4.064,2.6324963072378136
,,3.578,91.63,90.12,33.74,565.5,3.887,2.671013633669235
,25,2.123,121.7,114.2,25.33,359.6,2.165,4.508487958941966
,,2.128,111.3,114.0,24.77,368.1,2.22,4.602341542188131
,,2.131,141.4,113.9,24.84,347.9,2.005,4.585346215780999
,,2.114,153.2,113.9,24.76,374.2,2.105,4.600161550888529
,,2.071,123.6,113.7,24.47,363.1,2.22,4.646505925623212
,,2.08,114.3,114.2,24.54,379.7,2.236,4.653626731866341
,,2.101,119.5,113.3,24.16,376.7,2.276,4.689569536423841
,,2.114,122.9,113.2,24.53,382.0,2.108,4.614757439869547
,,2.119,136.4,113.4,24.77,352.7,2.142,4.578118691966088
,,2.109,162.5,113.5,24.84,391.3,2.013,4.569243156199678
,,2.123,155.8,113.9,24.9,359.6,2.028,4.574297188755021
,,2.111,138.5,114.0,24.57,386.9,2.041,4.639804639804639
,,2.116,119.3,114.2,25.14,392.0,2.196,4.542561654733492
,,2.108,118.1,113.8,24.55,367.6,2.185,4.6354378818737265
,,2.095,111.3,113.7,25.11,402.9,2.358,4.5280764635603346
,,2.115,121.7,113.9,24.93,366.7,2.352,4.568792619334136
,,2.124,135.6,114.1,24.75,382.0,2.32,4.61010101010101
,,2.119,149.3,114.7,24.68,375.0,2.108,4.647487844408428
,,2.132,121.7,114.5,24.75,386.0,2.259,4.626262626262626
,,2.136,118.1,114.2,24.51,365.8,2.236,4.659322725418196
,26,2.822,174.6,80.8,32.38,602.9,1.162,2.495367510809141
,,2.865,174.0,80.19,31.82,604.0,1.016,2.5201131363922062
,,2.886,164.0,81.1,31.47,609.8,1.085,2.57705751509374
,,2.918,166.2,81.13,31.63,610.2,1.134,2.5649699652228897
,,2.905,167.2,81.16,31.36,609.1,1.162,2.5880102040816326
,,2.908,162.0,81.24,31.26,612.6,1.106,2.5988483685220727
,,2.887,164.6,80.87,31.5,616.6,1.098,2.5673015873015874
,,2.872,171.7,80.45,31.56,611.4,1.031,2.549112801013942
,,2.842,172.9,80.49,31.33,604.3,1.017,2.56910309607405
,,2.855,174.6,81.49,31.6,597.5,0.997,2.57879746835443
,,2.89,174.0,81.44,31.84,597.0,0.991,2.557788944723618
,,2.914,168.2,80.9,31.02,608.2,0.967,2.6079948420373955
,,2.905,167.1,81.07,31.56,602.0,0.96,2.568757921419518
,,2.918,158.7,81.23,31.7,597.6,1.015,2.562460567823344
,,2.906,151.0,81.27,31.42,607.2,1.087,2.5865690642902606
,,2.865,154.5,81.43,31.25,623.5,1.173,2.60576
,,2.777,174.5,81.27,30.97,604.7,1.134,2.6241524055537617
,,2.721,165.1,81.38,30.77,630.9,1.051,2.64478388040299
,,2.822,168.4,81.59,31.55,617.6,1.012,2.586053882725832
,,2.865,168.2,81.43,31.72,629.36,1.033,2.567150063051703
,27,1.672,129.6,75.82,15.44,482.0,1.544,4.910621761658031
,,1.724,154.3,76.64,15.57,479.6,1.466,4.922286448298009
,,1.702,124.9,76.97,15.55,481.2,1.526,4.9498392282958195
,,1.701,107.6,76.29,15.54,487.3,1.422,4.90926640926641
,,1.656,110.9,75.71,15.74,514.0,1.322,4.8100381194409145
,,1.665,108.9,76.2,15.96,502.2,1.426,4.774436090225564
,,1.509,125.6,76.07,15.78,483.2,1.366,4.820659062103929
,,1.452,128.7,76.26,15.94,475.5,1.313,4.784190715181933
,,1.455,144.8,76.15,15.92,510.5,1.473,4.783291457286433
,,1.385,108.9,76.34,15.25,487.0,1.442,5.005901639344263
,,1.282,135.9,76.78,15.78,479.5,1.268,4.865652724968315
,,1.335,118.3,76.84,15.05,491.5,1.379,5.105647840531561
,,1.22,132.1,76.71,15.57,480.4,1.437,4.926782273603083
,,1.355,137.6,76.48,15.37,508.5,1.268,4.975927130774236
,,1.349,146.4,76.9,15.27,475.1,1.379,5.036018336607728
,,1.452,103.8,77.22,15.44,489.9,1.473,5.001295336787565
,,1.509,118.4,76.69,15.4,488.4,1.282,4.97987012987013
,,1.587,125.0,76.29,15.42,524.4,1.313,4.947470817120623
,,1.666,135.9,76.45,15.39,491.1,1.366,4.967511371020143
,,1.708,124.9,76.18,15.37,478.6,1.426,4.956408588158752
,28,1.05,128.6,75.9,19.62,480.5,1.055,3.8685015290519877
,,1.051,103.2,75.68,19.8,485.6,1.035,3.8222222222222224
,,1.052,143.9,75.5,19.89,488.8,1.01,3.79587732528909
,,1.023,121.6,75.85,19.98,531.0,1.086,3.796296296296296
,,1.032,149.7,76.13,19.8,493.0,1.002,3.8449494949494945
,,1.02,113.4,76.3,19.99,492.0,1.016,3.816908454227114
,,1.025,126.3,75.6,19.35,492.5,1.063,3.906976744186046
,,1.011,136.7,75.5,19.45,483.7,1.135,3.8817480719794344
,,1.005,141.9,75.4,19.64,486.1,1.109,3.839103869653768
,,1.043,110.3,75.05,19.94,506.4,1.102,3.7637913741223668
,,1.02,120.5,74.97,19.47,486.3,1.11,3.8505392912172574
,,1.034,109.0,75.32,19.57,495.1,1.036,3.848748083801737
,,1.019,111.1,76.05,19.67,497.3,1.021,3.866293848500254
,,1.006,143.5,75.79,19.35,513.2,1.009,3.916795865633075
,,1.028,106.9,75.5,19.72,502.8,1.032,3.8286004056795133
,,1.012,146.3,75.15,19.32,488.9,1.047,3.8897515527950315
,,1.006,159.5,75.05,19.43,486.1,1.083,3.862583633556356
,,1.017,154.0,75.4,19.77,493.3,1.079,3.8138593829033893
,,1.009,114.7,75.93,19.88,498.4,1.112,3.8194164989939643
,,1.02,117.2,75.82,19.23,516.8,1.064,3.942797711908476
,29,1.612,84.64,98.42,25.94,472.9,2.452,3.7941403238242097
,,1.61,114.3,98.96,26.66,483.8,2.56,3.7119279819954984
,,1.608,81.59,98.02,26.21,484.3,2.712,3.739793971766501
,,1.589,72.3,98.6,26.78,490.6,2.719,3.6818521284540697
,,1.587,78.47,98.81,26.4,490.2,2.738,3.7428030303030306
,,1.582,82.31,99.22,26.21,496.4,2.761,3.785578023655093
,,1.569,119.1,98.96,26.26,474.5,2.88,3.768469154607768
,,1.567,109.9,98.69,26.82,480.5,2.735,3.679716629381059
,,1.589,79.43,98.43,26.74,479.7,2.815,3.6810022438294694
,,1.592,78.47,98.36,25.91,473.0,2.377,3.796217676572752
,,1.597,82.23,98.17,27.01,475.7,2.361,3.634579785264717
,,1.608,85.87,98.02,26.21,492.2,2.485,3.739793971766501
,,1.61,91.9,98.14,26.29,489.9,2.452,3.7329783187523775
,,1.612,88.97,98.28,26.06,486.9,2.565,3.7712970069071376
,,1.626,106.7,98.21,26.7,488.5,2.553,3.6782771535580525
,,1.62,118.8,98.4,26.88,484.7,2.419,3.660714285714286
,,1.639,110.6,98.62,26.9,472.2,2.409,3.6661710037174724
,,1.659,113.8,98.88,26.29,471.9,2.553,3.7611259033853175
,,1.675,105.7,98.69,26.21,469.1,2.423,3.765356734070965
,,1.639,88.07,98.43,26.4,463.7,2.474,3.7284090909090915
,30,1.628,181.5,90.55,17.86,485.3,1.419,5.069988801791713
,,1.638,199.0,90.64,17.73,479.3,1.52,5.112239142695995
,,1.615,182.8,91.25,18.04,493.4,1.528,5.058203991130821
,,1.688,174.8,90.89,17.96,518.2,1.431,5.060690423162583
,,1.663,164.9,90.71,17.59,484.7,1.446,5.156907333712336
,,1.645,177.0,90.79,17.77,466.1,1.497,5.1091727630838495
,,1.647,172.8,90.96,17.84,493.5,1.458,5.098654708520179
,,1.625,176.9,91.13,17.92,495.5,1.558,5.0853794642857135
,,1.603,183.4,91.48,18.08,473.0,1.482,5.0597345132743365
,,1.517,178.5,90.6,17.88,488.8,1.411,5.067114093959732
,,1.529,191.3,90.34,17.83,486.3,1.363,5.06674144699944
,,1.557,174.8,90.61,17.52,481.1,1.317,5.171803652968037
,,1.603,183.2,91.22,17.27,531.4,1.311,5.281991893456862
,,1.645,170.3,91.4,17.48,476.8,1.299,5.228832951945081
,,1.611,186.9,91.06,17.37,488.6,1.482,5.24237190558434
,,1.668,176.9,90.71,17.84,484.4,1.481,5.084641255605381
,,1.594,135.0,90.36,17.77,500.8,1.446,5.084974676420934
,,1.615,159.8,90.63,17.92,495.4,1.42,5.057477678571428
,,1.628,168.1,90.8,17.99,476.6,1.434,5.047248471372986
,,1.639,177.2,90.53,17.59,486.4,1.299,5.146674246731098
,31,1.073,105.4,87.5,25.59,510.6,1.068,3.419304415787417
,,1.023,111.1,87.82,25.52,484.4,1.089,3.4412225705329154
,,1.03,106.6,87.75,25.46,497.2,1.094,3.4465828750981933
,,1.05,104.7,88.05,25.4,481.6,1.251,3.466535433070866
,,1.066,131.4,87.57,25.78,514.1,1.173,3.3968192397207133
,,1.073,109.4,87.17,26.16,480.7,1.239,3.3321865443425076
,,1.103,113.9,87.64,26.22,489.2,1.266,3.3424866514111367
,,1.151,102.9,87.51,25.9,496.0,1.205,3.378764478764479
,,1.137,109.4,87.55,26.72,505.0,1.152,3.276571856287425
,,1.134,120.5,87.64,26.22,488.0,1.15,3.3424866514111367
,,1.141,119.3,87.75,26.09,507.2,1.108,3.363357608279034
,,1.137,102.5,87.13,25.85,477.8,1.11,3.3705996131528044
,,1.115,107.6,87.33,26.23,501.2,1.092,3.3293938238658023
,,1.124,103.6,88.42,25.85,487.2,1.033,3.420502901353965
,,1.12,105.2,88.56,26.41,480.7,1.017,3.3532752745172285
,,1.108,95.1,87.79,26.35,487.0,1.047,3.3316888045540796
,,1.147,124.2,87.93,26.91,487.7,1.012,3.267558528428094
,,1.127,97.8,88.03,26.72,510.5,0.98,3.2945359281437128
,,1.134,107.2,88.08,26.65,487.2,0.96,3.305065666041276
,,1.158,112.5,88.13,26.62,497.1,1.001,3.3106686701728023
,32,2.918,169.0,80.0,22.5,372.2,1.158,3.5555555555555554
,,2.945,81.86,80.52,22.9,369.9,1.186,3.516157205240175
,,2.974,109.1,79.65,22.58,378.2,1.238,3.527457927369354
,,2.959,125.6,80.21,22.42,370.8,1.182,3.5776092774308648
,,2.958,161.3,80.38,22.51,373.2,1.242,3.570857396712572
,,2.965,173.7,80.45,22.95,381.1,1.215,3.505446623093682
,,2.922,152.9,80.63,22.83,373.5,1.115,3.5317564607971965
,,2.929,241.0,80.8,22.67,387.0,1.101,3.5641817379797085
,,2.893,113.5,80.63,22.14,371.4,1.118,3.641824751580849
,,2.944,120.7,80.52,22.01,373.5,1.064,3.65833711949114
,,2.888,167.6,80.6,22.74,373.9,1.085,3.544415127528584
,,2.918,119.7,80.25,22.59,392.3,1.26,3.552456839309429
,,2.926,132.7,79.62,22.44,373.1,1.32,3.5481283422459895
,,2.914,167.3,79.97,22.15,376.1,1.3,3.6103837471783295
,,2.889,114.0,80.4,22.54,368.3,1.287,3.5669920141969835
,,2.88,114.1,80.6,22.57,381.5,1.269,3.5711120957022593
,,2.885,100.8,80.87,22.25,380.8,1.261,3.634606741573034
,,2.927,154.3,80.1,22.11,364.5,1.309,3.6227951153324285
,,2.914,129.7,80.65,22.97,381.2,1.238,3.5111014366565088
,,2.926,109.1,80.7,21.12,381.1,1.186,3.821022727272727
,33,1.88,125.3,88.4,23.61,302.7,1.681,3.7441761965268956
,,1.854,108.5,89.3,25.0,322.1,1.641,3.572
,,1.871,60.41,88.59,24.83,308.2,1.571,3.567861457913814
,,1.822,67.89,89.49,24.96,306.1,1.595,3.5853365384615383
,,1.86,81.4,89.33,24.85,310.6,1.676,3.5947686116700197
,,1.79,89.19,89.47,24.7,328.1,1.659,3.622267206477733
,,1.706,101.4,89.46,24.84,304.3,1.697,3.6014492753623184
,,1.78,97.36,89.3,24.79,327.9,1.694,3.602258975393304
,,1.823,86.54,89.45,24.19,317.2,1.703,3.697809011988425
,,1.86,132.5,89.74,24.61,317.9,1.665,3.6464851686306377
,,1.887,83.47,89.44,25.33,313.4,1.69,3.530990919857876
,,1.871,71.96,89.14,24.84,318.9,1.686,3.5885668276972624
,,1.884,79.98,89.91,24.65,335.2,1.64,3.6474645030425963
,,1.888,73.86,89.17,24.7,311.4,1.609,3.610121457489879
,,1.894,125.6,89.61,24.8,335.4,1.604,3.613306451612903
,,1.837,87.91,89.0,25.41,324.1,1.583,3.5025580480125935
,,1.818,138.7,89.09,25.38,309.2,1.55,3.510244286840032
,,1.848,71.51,88.56,25.03,304.0,1.598,3.5381542149420695
,,1.819,54.74,89.01,25.22,328.2,1.552,3.5293417922283905
,,1.777,98.79,88.87,25.31,312.6,1.595,3.511260371394706
,34,2.018,94.4,101.4,18.75,369.4,6.387,5.408
,,1.938,102.4,101.7,18.83,375.3,5.625,5.400955921402018
,,1.963,100.6,101.8,18.14,368.4,6.232,5.611907386990077
,,1.938,105.4,101.6,18.67,385.7,5.515,5.44188537761114
,,1.969,106.3,101.5,18.35,382.7,6.877,5.53133514986376
,,1.838,116.1,101.6,18.46,378.9,6.387,5.503791982665222
,,1.976,112.7,101.8,18.43,373.0,5.625,5.523602821486707
,,2.028,125.3,101.5,18.15,388.8,5.735,5.592286501377411
,,2.061,96.8,101.3,18.51,375.3,6.224,5.4727174500270115
,,2.03,103.8,101.9,18.33,378.1,5.747,5.559192580469177
,,1.986,103.7,101.1,18.16,399.4,6.615,5.567180616740088
,,2.053,124.1,100.1,18.86,368.8,5.064,5.307529162248144
,,2.02,60.8,100.9,18.43,377.3,6.079,5.474769397721107
,,2.078,100.0,100.9,18.28,384.6,6.892,5.519693654266958
,,2.061,69.7,101.0,18.64,384.2,6.079,5.418454935622317
,,1.976,116.1,100.9,18.53,366.8,5.735,5.445223961144091
,,1.899,119.3,101.4,18.23,382.7,6.224,5.5622600109709275
,,1.955,104.7,101.3,18.05,392.4,6.077,5.612188365650969
,,1.897,92.8,101.0,18.57,366.1,5.747,5.438879913839526
,,1.833,77.4,101.7,18.48,386.3,5.399,5.503246753246753
,35,1.466,178.0,83.45,27.21,607.0,3.588,3.0668871738331496
,,1.459,152.2,83.48,27.13,590.2,3.641,3.077036490969407
,,1.478,147.3,82.93,27.04,548.9,3.743,3.0669378698224854
,,1.468,167.8,82.56,27.12,584.7,2.593,3.0442477876106193
,,1.47,179.7,82.34,26.96,557.4,3.646,3.0541543026706233
,,1.485,149.7,82.54,27.3,555.9,3.614,3.023443223443224
,,1.506,154.8,82.56,27.4,585.0,3.666,3.013138686131387
,,1.493,176.0,83.09,26.96,546.1,3.659,3.081973293768546
,,1.486,180.9,83.47,27.3,602.1,3.645,3.0575091575091573
,,1.477,168.3,83.33,27.12,598.3,3.718,3.0726401179941
,,1.481,162.0,83.23,27.0,557.3,3.758,3.0825925925925928
,,1.467,173.3,83.06,27.47,547.9,3.591,3.023662176920277
,,1.456,174.5,83.26,27.38,563.7,3.64,3.0409057706355007
,,1.43,152.2,82.99,27.21,553.0,3.588,3.049981624402793
,,1.421,145.4,82.96,27.14,571.9,3.613,3.0567428150331613
,,1.397,168.6,82.64,27.05,636.4,3.854,3.055083179297597
,,1.465,163.8,82.84,26.91,600.3,3.596,3.078409513192122
,,1.41,166.1,83.0,27.29,553.3,3.544,3.041407108831074
,,1.404,174.5,83.16,27.23,626.8,3.56,3.0539845758354756
,,1.42,142.2,83.26,27.3,554.0,3.881,3.04981684981685
,36,2.442,123.8,105.7,37.87,521.7,2.846,2.791127541589649
,,2.441,142.9,105.9,37.72,527.6,2.819,2.8075291622481444
,,2.427,156.5,105.7,37.56,527.4,2.743,2.814164004259851
,,2.39,162.2,106.2,36.98,532.4,2.685,2.8718226068144945
,,2.442,123.8,106.3,36.82,538.2,2.714,2.887017925040739
,,2.428,109.5,106.1,36.94,531.1,2.746,2.8722252301028695
,,2.43,103.5,106.6,37.0,508.4,2.853,2.881081081081081
,,2.444,112.5,107.0,37.33,498.2,2.954,2.866327350656309
,,2.391,105.6,106.8,37.02,519.7,2.945,2.884927066450567
,,2.374,115.0,107.1,36.71,493.4,2.928,2.9174611822391716
,,2.246,153.7,106.8,36.56,509.1,2.819,2.921225382932166
,,2.236,115.0,106.9,37.11,500.8,2.777,2.8806251684182165
,,2.249,119.7,106.4,37.48,516.9,2.845,2.8388473852721456
,,2.333,191.7,106.5,36.9,534.6,2.728,2.886178861788618
,,2.379,136.4,106.3,36.87,524.7,2.819,2.8831027935991322
,,2.411,142.3,106.4,37.26,520.5,2.743,2.855609232420827
,,2.42,152.8,106.6,36.78,514.8,2.714,2.8983143012506796
,,2.389,167.7,107.0,37.11,512.8,2.716,2.8833198598760443
,,2.433,175.9,106.5,37.02,511.5,2.816,2.8768233387358184
,,2.43,165.4,106.7,36.78,511.5,2.923,2.901033170201196
,37,1.63,123.7,73.05,25.29,515.9,2.12,2.888493475682088
,,1.545,134.8,73.32,25.65,515.6,2.117,2.8584795321637424
,,1.556,123.7,73.48,25.83,520.6,2.04,2.844754161827333
,,1.6,168.4,73.92,25.47,513.4,2.058,2.9022379269729095
,,1.594,121.6,73.82,24.93,506.7,2.085,2.9610910549538705
,,1.621,120.7,73.92,25.58,508.1,2.101,2.8897576231430806
,,1.608,147.0,74.01,25.68,515.8,2.062,2.8820093457943927
,,1.638,157.4,73.85,25.51,521.8,2.096,2.894943159545276
,,1.63,156.5,73.66,25.41,528.9,2.192,2.898858717040535
,,1.588,129.4,74.47,25.66,517.7,2.179,2.902182385035074
,,1.555,124.2,73.72,25.31,522.3,2.19,2.912682734097195
,,1.532,119.1,73.9,25.84,526.8,2.165,2.8599071207430344
,,1.563,138.9,74.02,25.21,520.1,2.183,2.936136453788179
,,1.552,128.1,74.55,25.39,513.5,2.15,2.9361953525009845
,,1.573,134.5,73.66,25.57,513.8,2.146,2.880719593273367
,,1.593,116.2,73.76,25.64,510.9,2.117,2.876755070202808
,,1.545,146.2,73.93,25.88,508.1,2.057,2.8566460587326126
,,1.556,156.3,73.4,25.95,513.8,2.049,2.828516377649326
,,1.608,134.0,73.5,25.61,504.6,2.038,2.869972666926982
,,1.6,114.2,74.32,25.26,534.5,2.085,2.9422011084718918
,38,2.669,88.91,81.45,27.79,445.5,1.979,2.9309103994242536
,,2.53,100.5,81.23,27.01,443.1,1.98,3.0074046649389117
,,2.542,95.25,81.34,27.59,445.5,1.974,2.948169626676332
,,2.631,106.0,81.23,27.81,446.0,1.966,2.92089176555196
,,2.744,95.68,81.26,27.2,441.5,1.925,2.9875000000000003
,,2.792,109.8,81.14,27.85,445.0,1.849,2.9134649910233392
,,2.775,107.7,81.45,27.97,440.4,1.835,2.9120486235252057
,,2.764,107.1,81.68,27.88,440.7,1.849,2.929698708751794
,,2.757,91.67,81.79,28.0,441.7,1.918,2.921071428571429
,,2.69,148.2,81.49,27.77,442.7,1.979,2.934461649261793
,,2.598,147.4,81.04,27.74,445.0,2.03,2.9214131218457107
,,2.51,109.3,81.49,27.55,441.9,1.894,2.957894736842105
,,2.497,142.7,81.88,27.86,441.6,1.872,2.938980617372577
,,2.463,96.57,81.96,27.97,444.2,1.811,2.930282445477297
,,2.48,90.98,82.03,27.64,443.8,1.849,2.9678002894356004
,,2.393,91.77,81.99,27.5,444.8,1.898,2.9814545454545454
,,2.463,95.78,81.79,27.38,443.1,1.966,2.9872169466764067
,,2.516,109.8,81.68,27.65,441.2,2.09,2.954068716094033
,,2.697,96.97,81.83,27.17,442.9,2.203,3.011777695988222
,,2.74,120.8,81.57,27.71,440.3,1.898,2.943702634428004
,39,1.883,100.5,65.05,16.26,516.0,2.169,4.000615006150061
,,1.838,103.9,65.36,16.48,514.6,1.816,3.966019417475728
,,1.844,101.8,64.14,16.41,516.4,2.09,3.9085923217550276
,,1.837,90.9,64.35,16.43,516.6,2.365,3.91661594643944
,,1.875,104.3,64.33,16.04,518.5,2.404,4.010598503740648
,,1.818,114.0,63.95,16.23,519.3,2.08,3.9402341343191623
,,1.766,110.6,64.35,16.22,522.4,2.034,3.967324290998767
,,1.717,100.5,64.36,16.23,525.2,1.812,3.965495995070856
,,1.81,97.1,64.75,16.24,522.4,1.742,3.9870689655172415
,,1.875,102.8,64.71,16.48,522.2,1.709,3.9265776699029122
,,1.882,111.0,64.32,16.63,518.5,1.869,3.867708959711365
,,1.873,108.6,64.76,16.6,517.0,1.9,3.9012048192771083
,,1.865,130.2,65.09,16.03,516.6,2.201,4.060511540860886
,,1.796,126.1,64.7,16.61,514.4,2.421,3.8952438290186637
,,1.776,130.2,64.5,16.22,513.9,2.057,3.9765721331689274
,,1.739,117.6,64.89,16.24,515.5,1.93,3.995689655172414
,,1.69,106.6,64.51,16.27,515.6,2.034,3.964966195451752
,,1.627,102.8,64.71,16.43,513.2,2.169,3.9385270846013385
,,1.529,97.1,64.72,16.23,514.2,1.926,3.9876771410967344
,,1.798,100.5,64.73,16.21,514.6,1.742,3.9932140653917334
,40,2.588,123.4,103.0,27.63,409.6,1.413,3.727832066594282
,,2.452,133.7,103.1,27.55,408.7,1.565,3.7422867513611613
,,2.42,165.0,103.1,27.59,404.4,1.552,3.7368611815875314
,,2.532,130.8,103.5,25.94,402.3,1.475,3.989976869699306
,,2.665,128.8,102.8,25.91,404.3,1.484,3.9675800849093013
,,2.703,201.8,102.4,25.23,408.8,1.483,4.058660325009909
,,2.578,112.5,103.3,25.37,401.2,1.573,4.071738273551438
,,2.484,109.9,102.9,25.64,411.8,1.552,4.013260530421217
,,2.46,103.0,102.5,25.39,409.6,1.597,4.037022449783379
,,2.618,118.7,103.0,25.39,412.1,1.666,4.056715242221347
,,2.5,130.8,103.2,25.41,407.7,1.718,4.0613931523022435
,,2.558,123.1,103.4,25.64,410.5,1.537,4.032761310452418
,,2.645,169.8,103.1,26.01,408.7,1.552,3.963860053825451
,,2.609,163.0,102.6,25.69,402.6,1.612,3.9937718956792523
,,2.6,130.8,103.1,25.65,422.6,1.658,4.019493177387914
,,2.656,159.6,102.5,25.17,410.5,1.561,4.072308303535955
,,2.7,185.7,102.6,26.06,411.2,1.413,3.9370683039140446
,,2.595,133.2,103.6,25.51,410.5,1.349,4.061152489219913
,,2.448,165.0,102.8,25.12,410.7,1.297,4.092356687898089
,,2.523,147.2,102.8,24.7,401.1,1.418,4.161943319838056
,41,2.311,73.58,111.7,27.73,490.9,2.406,4.0281283808150015
,,2.351,74.59,111.6,27.92,493.5,2.342,3.9971346704871054
,,2.334,83.98,111.2,28.15,488.9,2.391,3.950266429840142
,,2.286,71.5,111.5,27.76,487.6,2.212,4.01657060518732
,,2.3,78.83,111.6,27.63,493.3,2.468,4.039087947882736
,,2.27,102.4,111.7,26.96,490.8,2.533,4.143175074183977
